,R_nm,wavelength_nm,abs
4855,35.0,418.4422038806563,0.6498579860619975
4856,35.0,420.9815009387745,0.6387135149314359
4857,35.0,423.53620760302096,0.6277153721483912
4858,35.0,426.1064173858746,0.617043293003476
4859,35.0,428.69222436728916,0.6068523628970777
4860,35.0,431.2937231981393,0.5973427936996429
4861,35.0,433.91100910368397,0.5886507886269507
4862,35.0,436.5441778870512,0.5807174369467614
4863,35.0,439.193325932747,0.5735670567783002
4864,35.0,441.8585502101821,0.5671936399839216
4865,35.0,444.5399482772207,0.5615592497931162
4866,35.0,447.2376182837536,0.5566040292134282
4867,35.0,449.95165897528835,0.5522394336680226
4868,35.0,452.68216969656606,0.5484246274036929
4869,35.0,455.42925039519685,0.544971555869896
4870,35.0,458.193001625317,0.541732349944686
4871,35.0,460.97352455127213,0.538588985352543
4872,35.0,463.77092095131906,0.5354298022460778
4873,35.0,466.58529322134984,0.5321619020564928
4874,35.0,469.4167443786431,0.5287085501769981
4875,35.0,472.2653780656311,0.5250200685877007
4876,35.0,475.1312985536969,0.5210717348512359
4877,35.0,478.0146107469895,0.5168661191486097
4878,35.0,480.91542018626245,0.5124196326330915
4879,35.0,483.8338330527399,0.5077657510600802
4880,35.0,486.7699561720018,0.5029404322995025
4881,35.0,489.72389701789285,0.49798180564939
4882,35.0,492.695763716459,0.49292215428960173
4883,35.0,495.68566504990423,0.4877823760623352
4884,35.0,498.6937104605708,0.482581494530935
4885,35.0,501.72001005494866,0.4773115966762418
4886,35.0,504.7646746077019,0.4719591713003974
4887,35.0,507.8278155657271,0.46650239154367484
4888,35.0,510.90954505223095,0.46091324258531735
4889,35.0,514.0099758708333,0.45516365867306935
4890,35.0,517.1292215096994,0.4492267810738866
4891,35.0,520.2673961456901,0.44308172936938733
4892,35.0,523.424614648545,0.43674207380641344
4893,35.0,526.6009925850851,0.43019706338050917
4894,35.0,529.7966462234419,0.42345627356622867
4895,35.0,533.0116925373161,0.4165417685165676
4896,35.0,536.2462492102579,0.4094853257812139
4897,35.0,539.5004346399732,0.4023258908407337
4898,35.0,542.7743679426601,0.39510836931648924
4899,35.0,546.0681689573681,0.38787997204270397
4900,35.0,549.3819582503829,0.38069450523095316
4901,35.0,552.7158571196431,0.3736057799147529
4902,35.0,556.069987599176,0.36663994906603753
4903,35.0,559.4444724635682,0.3598336587071106
4904,35.0,562.8394352324586,0.3532166539207467
4905,35.0,566.2550001750573,0.346813804055538
4906,35.0,569.6912923146986,0.34064503751005115
4907,35.0,573.1484374334129,0.33472457358921565
4908,35.0,576.6265620765347,0.3290620417417039
4909,35.0,580.1257935573325,0.3236636582128163
4910,35.0,583.6462599616696,0.3185347459876468
4911,35.0,587.1880901526913,0.31368200909014005
4912,35.0,590.7514137755447,0.3091037966137815
